nconst,director_name,director_star_power,director_movies,director_avg_budget,director_avg_revenue,director_avg_roi,director_avg_rating,director_success_rate
nm0942504,Joe Wright,2.0,6,17.84857057615528,18.342815624860894,1.2107504305979846,6.883333333333333,0.5
nm0945026,Boaz Yakin,3.0,4,17.034386422832473,18.011108215681467,1.275968751563659,6.8,0.75
nm0945724,Takashi Yamazaki,2.6666666666666665,3,16.59825592228185,17.609541665925928,1.1817657760395404,6.566666666666666,0.6666666666666666
nm0946734,David Yates,4.0,4,19.08207923135902,20.764405147356655,1.965008803083566,7.725,1.0
nm0948159,Wilson Yip,1.6,5,16.54466978755087,17.605529925009748,1.086133614491192,6.779999999999999,0.4
nm0955443,Yimou Zhang,1.3333333333333333,6,17.293669011626754,18.12883716219765,1.2669445108987591,7.416666666666667,0.3333333333333333
nm0957772,Rob Zombie,3.2,5,15.90737474309945,17.28062075880335,1.4174875341692967,5.76,0.8
nm0958969,Harald Zwart,1.6,5,17.581351076362488,18.607474694666248,1.3610696677258218,5.82,0.4
nm0962729,Brian Taylor,2.0,4,17.363690158752053,17.954126893371686,1.1351597991808613,5.775,0.5
nm0970447,Conrad Vernon,4.0,3,18.86963097038325,20.349244009189384,1.7088367638333464,6.866666666666667,1.0
nm1027719,Farhan Akhtar,1.0,4,15.546236644761322,15.710089968321984,0.9417127912783336,7.525,0.25
nm1052791,Pascal Laugier,1.3333333333333333,3,15.936573894238999,15.447696624648648,2.111178862538367,5.966666666666666,0.3333333333333333
nm1069826,Gautham Vasudev Menon,3.0,4,15.176487367510099,16.231424425551033,1.4072630941506845,7.825,0.75
nm1101339,Pål Øie,0.0,3,15.011025293460023,13.942070959591687,0.37488477836876155,5.599999999999999,0.0
nm1103162,Tim Story,4.0,8,17.5295185296482,18.743685697075545,1.7709822629395733,5.9,1.0
nm1104118,Kim Ki-duk,1.3333333333333333,3,13.410046949854985,13.586320010364961,0.6875974143196723,7.0,0.3333333333333333
nm1135423,Darren Lynn Bousman,2.0,4,16.105516970017277,18.150474459818454,2.155376169238778,6.175000000000001,0.5
nm1139726,Neil Burger,4.0,3,17.57282719697774,19.00601664707854,1.7761812211112833,7.166666666666667,1.0
nm1164861,Seth Gordon,4.0,3,17.72753358339242,19.02302079457671,1.67505243382839,6.1000000000000005,1.0
nm1170855,J.C. Chandor,1.3333333333333333,3,16.198138450939545,16.344429627449347,1.189029988279866,6.966666666666666,0.3333333333333333
nm1189376,Sanjay Gadhvi,2.6666666666666665,3,15.830413711839864,16.923774026295163,1.6797632202777777,5.933333333333333,0.6666666666666666
nm1197971,Marcus Nispel,2.0,4,17.526029211646524,18.110132406455094,1.6822360592651038,5.575,0.5
nm1203138,Kabir Khan,2.6666666666666665,3,16.290366956073854,18.139054047317032,1.926380801780413,6.6000000000000005,0.6666666666666666
nm1213790,Roman Prygunov,3.0,4,14.480325648563406,15.67502458228191,1.3517443397463023,5.824999999999999,0.75
nm1224299,Rob Letterman,4.0,4,18.46947091764561,19.471899162428738,1.3816287177793745,5.9,1.0
nm1234345,Takashi Shimizu,2.0,4,16.408897925512697,18.12286860519597,1.977019744678021,6.0,0.5
nm1272773,Prachya Pinkaew,2.6666666666666665,3,15.077752553433013,16.583831414976405,2.1579372462513304,6.566666666666666,0.6666666666666666
nm1279950,Dmitriy Kiselev,4.0,3,15.503571894442146,16.792115939861326,1.6248264708068751,5.433333333333334,1.0
nm1294961,Michael Spierig,1.3333333333333333,3,15.980556351680946,16.751979032320918,0.812517422578191,6.366666666666667,0.3333333333333333
nm1294962,Peter Spierig,1.3333333333333333,3,15.980556351680946,16.751979032320918,0.812517422578191,6.366666666666667,0.3333333333333333
nm1296554,Ben Wheatley,1.3333333333333333,3,12.53200741468153,12.775429407185854,0.7293416886594747,6.3,0.3333333333333333
nm1346885,Anna Melikyan,0.0,3,14.316286451937186,13.28475769913888,0.2967267807725452,6.766666666666667,0.0
nm1347153,Tyler Perry,3.466666666666667,15,16.715099026011234,17.72802463346444,1.4418296868459053,5.319999999999999,0.8666666666666667
nm1349318,Sajid Khan,2.0,4,15.81360659578337,16.257857680289998,1.1260764927734983,4.75,0.5
nm1349376,Francis Lawrence,4.0,6,18.579107989081734,20.096905173262183,1.6762829994152464,6.966666666666666,1.0
nm1349522,Jonathan Levine,3.2,5,16.5202219246906,17.56978686630502,1.292502303067526,6.640000000000001,0.8
nm1349604,Rodolfo Riva Palacio Alatriste,4.0,3,14.79634018597593,16.44981953674584,1.9632777160171953,6.2,1.0
nm1429471,Jaume Collet-Serra,2.0,6,17.322068485284255,18.386263411008528,1.3283221245248424,6.433333333333334,0.5
nm1436693,A.R. Murugadoss,2.0,4,15.541842399805802,17.040964737930327,1.3900111153705579,7.325,0.5
nm1442514,S.S. Rajamouli,4.0,5,15.945025606643416,17.156080161555014,1.4137138959772029,7.58,1.0
nm1460159,Rohit Shetty,4.0,8,16.10425034553043,17.19352463828591,1.4629235994879872,6.0125,1.0
nm1481493,Gil Kenan,1.3333333333333333,3,17.822843761378564,18.25315585847989,0.9717482493815306,6.0,0.3333333333333333
nm1490123,James Wan,2.4,5,17.719501411856445,19.825783132035113,2.667823039311122,6.8,0.6
nm1589546,Kazuaki Kiriya,1.3333333333333333,3,16.724231509074087,16.182551731197734,0.8369341834000374,6.266666666666667,0.3333333333333333
nm1665004,Imtiaz Ali,0.8,5,15.6099509303579,16.27302997793964,1.1846994124191668,7.5,0.2
nm1720541,David Slade,4.0,3,17.31151297166308,19.3835592240766,2.0505371597424595,6.233333333333333,1.0
nm1731937,Alex Kendrick,2.6666666666666665,3,14.108180918195472,17.40820593053297,3.0752111864276674,6.7,0.6666666666666666
nm1853544,Pierre Coffin,4.0,3,18.105970012811294,20.608044928861204,2.573000613112453,7.1000000000000005,1.0
nm1887138,Mohit Suri,1.3333333333333333,3,15.024471202308668,15.967272877502799,1.7525387560747738,5.966666666666666,0.3333333333333333
nm1890845,Sean Anders,2.0,4,17.627713250209656,18.485781279786337,1.1962243949011857,6.15,0.5
nm1893457,Siddharth Anand,2.6666666666666665,3,15.411525652768916,16.14254599030046,1.249165999214263,5.966666666666666,0.6666666666666666
nm1953143,Steven M. Smith,1.3333333333333333,3,10.973946106947746,10.868587496017359,0.8994836135577737,2.8666666666666667,0.3333333333333333
nm1959192,Sergey Loban,1.3333333333333333,3,13.411545823732094,11.84419131470693,1.3344584634094279,7.433333333333333,0.3333333333333333
nm1962313,Dibakar Banerjee,0.0,3,15.579099321654189,14.978661680269907,0.6023738458866715,7.3,0.0
nm1989536,Marc Webb,4.0,3,18.763087723193983,20.04840021502573,1.8013949272287335,7.033333333333334,1.0
nm2158772,Jeff Nichols,1.3333333333333333,3,15.441477969070878,16.314827079504852,0.9403307608464412,7.233333333333333,0.3333333333333333
nm2198077,Sanjay Jadhav,1.3333333333333333,3,13.566298061932343,14.4538500301981,1.6180405284180244,6.5,0.3333333333333333
nm2296528,Jon Erwin,2.6666666666666665,3,15.607270193858982,16.125416289575952,1.3594426836268114,6.133333333333333,0.6666666666666666
nm2319883,Gabriel Riva Palacio Alatriste,4.0,3,14.79634018597593,16.44981953674584,1.9632777160171953,6.2,1.0
nm2399862,Aanand L. Rai,1.3333333333333333,3,15.278225922450835,16.422973131332316,1.2233184856673267,7.333333333333333,0.3333333333333333
nm2415918,Anton Megerdichev,1.3333333333333333,3,15.807940859018107,15.905890349934891,0.9909810360269826,5.566666666666666,0.3333333333333333
nm2420471,Karen Oganesyan,1.3333333333333333,3,14.26687551974968,14.74804596112224,0.964403548149794,5.266666666666667,0.3333333333333333
nm2910439,Kirill Kuzin,0.0,3,15.24262715360439,15.062009471981062,0.4514957907524819,2.3333333333333335,0.0
nm2979103,Dmitriy Dyachenko,2.6666666666666665,3,14.697900151955766,16.159097085378274,1.7340511139166819,6.8,0.6666666666666666
nm3315387,Vishnuvardhan,2.6666666666666665,3,15.218334466936984,16.001561947061912,1.202232159848152,6.566666666666666,0.6666666666666666
nm3324251,Glenn Berggoetz,3.2,5,9.497097016351463,9.286615993080476,2.1169451272755344,4.66,0.8
nm3350008,Masoud Dehnamaki,4.0,3,9.210440366976517,11.51293546492023,2.3978952727983707,3.533333333333333,1.0
nm3401779,Andrew Erwin,2.6666666666666665,3,15.607270193858982,16.125416289575952,1.3594426836268114,6.133333333333333,0.6666666666666666
nm3550361,Sarik Andreasyan,2.6666666666666665,6,14.914123179965662,15.844892846146372,1.3039294996106991,4.55,0.6666666666666666
nm3946106,Vysakh,2.0,4,13.775557196489745,14.671060348757171,1.158310492330415,5.3,0.5
